Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,NE,TPOPP,2014,1880.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,2014,69474.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,2014,4.49,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,2014,1333.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,2014,525023.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,2014,4.48,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,2014,8867.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,2014,89151.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,2014,7.63,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,2014,2090.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,2014,129660.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,2014,5.11,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,2014,2819.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,2014,1348204.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,2014,2.78,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,2014,19656.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,2014,570362.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,2014,6.72,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,2014,11603.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,2014,188065.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,2014,8.96,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,2014,3878.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,2014,181992.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,2014,5.46,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,2014,3964.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,2014,664793.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,2014,5.95,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,2014,12789.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,2014,52208.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,2014,3.92,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,2014,1056.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,2014,183282.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,2014,8.96,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,2014,4824.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,2014,44100.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,2014,8.93,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,2014,849.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,2014,291527.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,2014,7.57,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,2014,6541.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,2014,1512351.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,2014,8.42,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,2014,26977.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,2014,16899800.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,2014,5.81,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,2014,318386.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,2014,135890.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,2014,5.89,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,2014,2937.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,2014,445527.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,2014,5.47,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,2014,8312.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,2014,28491.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,2014,4.93,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,2014,625.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,2014,425334.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,2014,4.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,2014,7052.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,2014,281232.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,2014,6.71,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,2014,5752.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,2014,69846.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,2014,11.18,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,2014,1849.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,2014,38560.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,2014,13.94,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,2014,583.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,2015,53584.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,2015,11.62,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,2015,738.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,2015,188716.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,2015,10.19,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,2015,4853.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,2015,113177.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,2015,9.39,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,2015,2978.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,2015,279435.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,2015,5.16,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,2015,6834.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,2015,2426143.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,2015,3.16,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,2015,38953.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,2015,307912.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,2015,4.84,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,2015,5452.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,2015,241916.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,2015,3.13,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,2015,3588.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,2015,117030.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,2015,1.53,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,2015,675.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,2015,65635.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,2015,4.23,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,2015,941.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,2015,835928.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,2015,5.08,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,2015,20224.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,2015,479242.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,2015,5.96,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,2015,10181.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,2015,77022.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,2015,3.67,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,2015,1422.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,2015,168252.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,2015,8.9,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,2015,3121.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,2015,63208.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,2015,8.5,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,2015,1652.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,2015,741725.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,2015,5.25,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,2015,12864.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,2015,309877.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,2015,9.2,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,2015,6608.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,2015,144932.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,2015,7.62,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,2015,2910.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,2015,180679.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,2015,9.57,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,2015,4426.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,2015,231326.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,2015,17.7,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,2015,4665.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,2015,469770.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,2015,3.08,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,2015,6796.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,2015,344454.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,2015,4.05,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,2015,5987.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,2015,53606.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,2015,7.95,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,2015,1328.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,2015,440310.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,2015,6.34,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,2015,9933.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,2015,311336.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,2015,5.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,2015,5483.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,2015,275819.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,2015,6.61,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,2015,6072.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,2015,99780.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,2015,11.41,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,2015,2989.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,2015,44724.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,2015,9.04,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,2015,1031.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,2015,467754.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,2015,5.42,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,2015,10033.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,2015,54611.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,2015,11.21,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
